bibNumber,title,deweyClass
3276590,"ILLM Indian silver 1858 1947 silver from the Indian sub continent and Burma made by local craftsmen in Western forms",
3275365,"Children of Lovecraft",
3277643,"ILLM Writing fiction a guide to narrative craft 9th edition",
3277348,"Diario de un zombie de Minecraft Libro 1",
3246469,"Mission to the moon an unofficial Minecrafters adventure",
3286452,"Minecraft the island",
305976,"life adventures of John Nicol mariner his service in kings ships in war peace his travels explorations by sea to remote unknown countries in merchant vessels whalers and other sundry craft together with copious notes comments o",
3291724,"Escape from the overworld an unofficial Minecraft gamers quest",
3304549,"ILLM Contemporary crafts the sourcebook of craft artists 2",
3304973,"Writing radar using your journal to snoop out and craft great stories",
3304257,"Lovecraft Squad Waiting",
3300238,"best of H P Lovecraft bloodcurdling tales of horror and the macabre",
3312836,"ILLM Contemporary craft the sourcebook for collectors galleries",
3335515,"ILLM Reizstoffe Positionen zum zeitgenossischen Kunsthandwerk Positions of contemporary arts and crafts 75 Jahre Danner Stiftung",
3311369,"Howard Lovecraft and the undersea kingdom",
3343725,"ILLM Arthur Wesley Dow and American arts crafts",
3303261,"Cuon sÃƒÂ¡ch khong lo ve tÃƒÂªn lua vÃƒÂ  cÃƒÂ¡c thiet bi vu tru Big book of rockets and spacecraft",
3377771,"ILLM Arts crafts metalwork of Janet Payne Bowles",
3380131,"ILLM 2000 pattern combinations for graphic textile and craft designers",
3382447,"ILLM Reizstoffe Positionen zum zeitgenossischen Kunsthandwerk Positions of contemporary arts and crafts 75 Jahre Danner Stiftung",
3382448,"ILLM Arts crafts movement in Ireland",
3384037,"ILLM Art of craft contemporary works from the Saxe collection",
3388606,"ILLM Techniques of spiral work a practical guide to the craft of making twists by hand",
3385949,"Far Lands adventure an unofficial Minecrafters adventure",
3382060,"Minecraft The crash",
3395346,"ILLM Simplicity or splendour arts and crafts living objects from the Cheltenham Collections",
141305,"AntonÃƒÂ­n DvorÃƒÂ¡k musician and craftsman",
3398201,"ILLM Good citizens furniture the arts and crafts collections at Cheltenham",
3390504,"War and craft",
3404052,"H P Lovecraft he who wrote in the darkness",
3400756,"Toil trouble 15 tales of women witchcraft",
3401527,"Crafty Llama",
3410911,"crafter knits a clue a handcrafted mystery",
3385969,craftsman,
3422492,"ILLM Aemilia Ars 1898 1903 Arts crafts a Bologna",
3422699,"ILLM Complete rug hooker a guide to the craft",
3423773,"wither invasion an unofficial Minecrafters adventure",
3401484,"When Endermen attack an unofficial graphic novel for minecrafters",
3428404,"ILLM Craft of lyric writing",
3419771,"Howard Lovecraft and the kingdom of madness",
3420499,craftsman,
3424659,"Lovecraft squad Dreaming",
3433469,"ILLM Japanese aircraft equipment 1940 1945",
3354410,"Crafty Cat and the Great Butterfly Battle",
3278112,"Crafty Cat and the crafty camp crisis",
3259760,"Amazing Crafty Cat",
3432665,"Lovecraft country a novel",
3435688,"Diary of a Minecraft zombie Book 13 Friday night frights",
3435690,"Diary of a Minecraft zombie Book 12 Pixelmon gone",
3436650,"Snow White learns witchcraft stories and poems",
3435710,"Diary of a Minecraft zombie Book 14 Cloudy with a chance of apocalypse",
3435689,"Diary of a Minecraft zombie Book 15 Attack of the gnomes",
3434411,"That aint witchcraft",
3446726,craftsman,
3438804,"Minecraft la isla",
3284999,"Redstone Junior High Book 1 Zombies ate my homework an unofficial graphic novel for minecrafters",
3455762,"ILLM Art and craft of woodblock printmaking woodblock printmaking with oil based inks and the Japanese watercolour woodcut",
3449676,"Forky in Craft Buddy Day",
3171550,"Quest for the golden apple an unofficial graphic novel for Minecrafters",
3401484,"Redstone Junior High Book 4 When Endermen attack an unofficial graphic novel for minecrafters",
3452497,Minecraft,
3464387,"crafter hooks a killer a handcrafted mystery",
3469080,"Minecraft The lost journals",
3480491,"ILLM Made in Canada craft and design in the sixties",
3464579,"Escape from Fortress City an unofficial graphic novel for Minecrafters",
3486281,"ILLM Chronometer makers of the world with extensive list of makers and craftsmen 2004 ed",
3487736,"ILLM Witchcraft persecutions in Bavaria popular magic religious zealotry and reason of state in early modern Europe",
3474893,"new annotated H P Lovecraft beyond Arkham",
3440659,"cry of the ocelot an unofficial minecrafters novel",
3474945,"skeleton horse an unofficial Minecrafters novel",
3435162,"frost walkers wolf an unofficial minecrafters novel",
3487241,"e of our aircraft is missing",
3487322,"Minecraft The end",
3476593,"Saving Fortress City an unofficial graphic novel for Minecrafters",
3505752,"Mystwick School of Musicraft",
3505331,"Diary of a Minecraft zombie Book 17 Zombies excellent adventure",
3505330,"Diary of a Minecraft zombie Book 16 Down the drain",
3518750,"Complete fiction of H P Lovecraft",
3476506,"quest for the enchanted sword an unofficial graphic novel for Minecrafters",
3522266,"crafter quilts a crime a handcrafted mystery",
3524588,"ILLM Chain carvers old men crafting meaning",
3523507,"Minecraft Stories from the overworld",
3503813,"spirit in the stone an unofficial graphic novel for Minecrafters",
3597388,"Shipwrecked an unofficial Minecrafters novel",
3623833,"ILLM Cobra Bell Aircraft Corporation 1934 1946",
3622139,"tale of witchcraft",
3597385,"ghostly guardian an unofficial Minecrafters novel",
3617923,"craft Legacy",
3629235,"ILLM Tools of the writers craft",
3602884,"tale of witchcraft",
3639107,"ILLM Native voices indigenous American poetry craft and conversations",
3628367,"Lovecraft country The complete first season",
3604832,"Minecraft Wither without you",
3665358,"ILLM Ernest Gimson Arts Crafts designer and architect",
3630954,"Lovecraft country",
3669135,"ILLM Mesopotamian witchcraft toward a history and understanding of Babylonian witchcraft beliefs and literature",
3666973,"Minecraft the mountain",
3628577,"dragonmasters revenge an unofficial graphic novel for Minecrafters",
3609079,"zombie wars an unofficial graphic novel for Minecrafters",
3452497,"Minecraft Volume 1",
3679487,"ILLM C S Lewis and the art of writing what the essayist poet novelist literary critic apologist memoirist theologian teaches us about the life and craft of writing",
3613229,"Minecraft Volume 2",
3685630,"ILLM Keeping her keys an introduction to Hekates modern witchcraft",
3682922,"One big crafty family",
3685481,"Love and fury a novel of Mary Wollstonecraft",
3613231,"S Q U I D squad 3 Game of the guardians an unofficial graphic novel for Minecrafters",
3675619,"Minecraft Wither without you 2",
3687143,"Minecraft The shipwreck",
3688313,"ILLM U S aircraft carriers an illustrated design history",
3705897,"ILLM Micropropulsion for small spacecraft",
3706648,"mineshaft menace an unofficial graphic novel for Minecrafters",
3689523,"Minecraft The dragon",
3719270,"ILLM Made in Mexico the story of a countrys arts and crafts",
2340364,"Valentines day crafts",
3043396,"Christmas crafts",
3209739,"Smart school house crafts for kids year round projects for holidays parties and more",
3729689,"ILLM deed without a name unearthing the legacy of traditional witchcraft",
2743625,"Christmas crafting with kids 35 projects for the festive season",
3723023,"Saving Crafter an unofficial Minecrafters adventure",
3123880,"We love to craft Christmas fun stuff for kids 17 handmade fabric paper projects",
3209736,"My first Christmas craft book 35 fun festive projects for children aged 7",
2575226,"Paper crafts for Christmas",
3037594,"Craft it up Christmas around the world 35 fun craft projects inspired by traveling adventures",
2319448,"All new crafts for Thanksgiving",
3403945,"Creative Christmas crafts",
1369066,"Crafts for Kwanzaa",
2766281,"Paper crafts for Easter",
3675901,"Wonder glory forever awe inspiring Lovecraftian fiction",
3733975,"Minecraft mob squad",
2575227,"Paper crafts for Halloween",
3750366,"ILLM American British aircraft carrier development 1919 1941",
2760681,"Valentine crafts",
3749782,"Minecraft the Haven trials",
3753446,"ILLM Shadow boxing art and craft in creative nonfiction",
2766230,"Paper crafts for St Patricks Day",
3757890,"ILLM craft of log building",
2340363,"St Patricks Day crafts",
3765639,"magic portal 1 The dawn of time an unofficial graphic novel for minecrafters",
2440893,"All new crafts for Mothers Day and Fathers Day",
2737720,"Halloween crafts",
3772011,"ILLM Imaginative writing the elements of craft",
3776624,"ILLM sound the stars make rushing through the sky the writings of Jane Johnston Schoolcraft",
3779130,"ILLM poets craft a comprehensive guide to making and sharing your poetry",
3148963,"Kwanzaa activities crafts recipes and more",
3787140,"Minecraft Volume 3",
3788258,"Diary of a Minecraft zombie Book 9 Zombies birthday apocalypse",
3788252,"Diary of a Minecraft zombie Book 7 Zombie family reunion",
2766280,"Paper crafts for the 4th of July",
3788257,"Diary of a Minecraft zombie Book 12 Pixelmon gone",
3789812,"Diary of a Minecraft zombie Book 5 School daze",
3505332,"Diary of a Minecraft zombie Book 18 In too deep",
3789784,"Diary of a Minecraft zombie Book 11 Insides out",
3789811,"Diary of a Minecraft zombie Book 4 Zombie swap",
3789768,"Diary of a Minecraft zombie Book 10 One bad apple",
3516265,"Diary of a Minecraft zombie Book 9 Zombies birthday apocalypse",
3797862,"Minecraft Wither without you 3",
3804466,"ILLM Medieval Ethiopian kingship craft and diplomacy with Latin Europe",
3805316,"ILLM black legend of Prince Ruperts dog witchcraft and propaganda during the English Civil War",
3807363,"ILLM secret tradition in Freemasonry and an analysis of the inter relation between the craft and the high grades in respect to their term of research expressed by the way of symbolism v 1",
3807476,"Minecraft Zombies",
3816028,"magic portal 2 The fire within an unofficial graphic novel for minecrafters",
3817416,"ILLM Telling the bees and other customs the folklore of rural crafts",
3789380,"How to succeed in witchcraft",
3834769,"ILLM Crafting the InfoSec playbook security monitoring and incident response master plan",
2387810,"All new crafts for Kwanzaa",
3833323,"Celebrate with me recipes crafts and holiday fun from around the world",
3841981,"ILLM Early modern European witchcraft centres and peripheries",
3839852,"Minecraft open world 1 Into the nether",
3842996,"ILLM Last rituals an Icelandic novel of secret symbols medieval witchcraft and modern murder",
3843891,"Death by arts and crafts",
2686989,"craft of research",001.42
3219633,"craft of research",001.42
372172,LISPcraft,001.6424
1969544,"Spaceships of the visitors an illustrated guide to alien spacecraft",001.942
3054485,"Novel living collecting decorating and crafting with books",002.075
2472522,"Code craft the practice of writing excellent code",005.1
2586411,"Clean code a handbook of agile software craftsmanship",005.1
2613961,"Coders at work reflections on the craft of programming",005.1
3473519,"secret life of programs understand computers craft better code",005.1
2680935,"Apprenticeship patterns guidance for the aspiring software craftsman",005.1023
3098568,"Learn to program with Minecraft transform your world with the power of Python",005.133
3521906,"Raspberry Pi projects for kids create an MP3 player mod Minecraft hack radio waves and more",005.133
3802264,"Crafting interpreters",005.452
2856904,"Presentation patterns techniques for crafting better presentations",005.58
2102032,"design of sites patterns principles and processes for crafting a customer centered Web experience",005.72
2603017,"Blogging for bliss crafting your own online journal a guide for crafters artists creatives of all kinds",006.7
2604641,"Handcrafted CSS more bulletproof web design",006.74
2873921,"Blogging for creatives how designers artists crafters and writers can blog to make contacts win business and build success",006.752
1849673,"Cutting for all the sartorial arts related crafts and the commercial paper pattern a bibliographic reference guide for designers technicians and historians",016.6464
