title,deweyClass
"Streets bedrooms patios the ordinariness of diversity in urban Oaxaca ethnographic portraits of the urban poor transvestites discapacitados and other popular cultures",306.09727
"fifties an underground history",306.0973
"Out on a limb selected writing 1989 2021",306.0973
"Gay culture in America essays from the field",306.1
"Selling out the gay and lesbian movement goes to market",306.30866
"Twenty million new customers understanding gay mens consumer behavior",306.30866
"Hunger a memoir of my body",306.4613
"arena of masculinity sports homosexuality and the meaning of sex",306.483
"Sexual minorities in sports prejudice at play",306.483
"Sex violence power in sports rethinking masculinity",306.483
"Ex gay no way survival and recovery from religious abuse",306.6618
"Straight to Jesus sexual and Christian conversions in the ex gay movement",306.66183
"Queer families common agendas gay people lesbians and family values",306.7
"Western sexuality practice and precept in past and present times",306.7
"Behind every great woman theres a fabulous gay man advice from a guy who gives it to you straight",306.7
"Sex terror erotic misadventures in pop culture",306.7
"Americans in bed",306.7
"Why straight guys love their gay guys reviving the roots of male sexuality",306.70811
"Not gay sex between straight white men",306.70811
"Teenage sexuality opposing viewpoints",306.70835
"sex lives of teenagers revealing the secret world of adolescent boys and girls",306.70835
"Risky sex gay men and HIV prevention",306.70866
"Two spirit people Native American gender identity sexuality and spirituality",306.70899
"Where the spirits dwell an odyssey in the New Guinea jungle",306.70899
"noche es joven la sexualidad en MÃ¢Â€Âšxico en la era del sida",306.70972
"night is young sexuality in Mexico in the time of AIDS",306.70972
"Refusing compulsory sexuality a Black asexual lens on our sex obsessed culture",306.70973
"Public sex the culture of radical sex",306.70973
"Sex in crisis the new sexual revolution and the future of American politics",306.70973
"Sexed up how society sexualizes us and how we can fight back",306.70973
"Susie Brights sexual reality a virtual sex world reader",306.70973
"Inlaws outlaws",306.73
"Uncommon lives gay men and straight women",306.73
"moment of truth womens funniest romantic catastrophes",306.73
"Ceremonies of the heart celebrating lesbian unions",306.738
"Pretty baby a memoir",306.74092
"Times Square red Times Square blue",306.74097
"Assuming the position a memoir of hustling",306.74309
"Whos on top LGBTQs summit Mt Hood",306.76
"Silent pioneers",306.76
"invisible orientation an introduction to asexuality",306.76
"ex girlfriend of my ex girlfriend is my girlfriend advice on queer dating love and friendship",306.76
"ABCs of LGBT",306.76
"Overshare love laughs sexuality and secrets",306.76
"Queerstory an infographic history of the fight for LGBTQ rights",306.76
"Lesbian crossroads personal stories of lesbian struggles and triumphs",306.76
"Queer the ultimate LGBT guide for teens",306.76
"meaning of pride",306.76
Kiki,306.76
"Minority stress and lesbian women",306.76
"end of gay and the death of heterosexuality",306.76
"Material girls why reality matters for feminism",306.76
"Here and queer",306.76
"Friendship dating and relationships",306.76
"times I knew I was gay",306.76
"Sexual preference its development in men and women",306.76
"ABC pride",306.76
"Queer bible essays",306.76
"queer advantage conversations with LGBTQ leaders on the power of identity",306.76
"Queer la guÃ‚Â¡a LGBT para adolescentes",306.76
"Growing up gay",306.76
"pink line journeys across the worlds queer frontiers",306.76
"Gayspeak gay male lesbian communication",306.76
"Michael a gay son",306.76
"This book is gay",306.76
"queer transgender resilience workbook skills for navigating sexual orientation gender expression",306.76
"When Kathy is Keith",306.76
"Straight women gay men a special relationship",306.76
"You and your gender identity a guide to discovery",306.76
"Queer la guÃƒÂ­a LGBT para adolescentes",306.76
"Gay and gray the older homosexual man",306.76
"Mendola report a new look at gay couples",306.76
"When Shirley met Florence",306.76
"Listen we need to talk how to change attitudes about LGBT rights",306.76
"Out in suburbia",306.76
"Be amazing a history of pride",306.76
"After the 2nd date a video",306.76
"Coming around parenting lesbian gay bisexual and transgender kids",306.76
"quick easy guide to queer trans identities",306.76
"Hate homophobia schools",306.76
"Be gay do comics queer history memoir and satire from The Nib",306.76
"Transforming manhood a trans mans quest to build bridges and knock down walls",306.76
"Reading between the labels",306.76
"invisable orientation an introduction to asexuality",306.76
"Dear Jesse",306.76
"Nobody passes rejecting the rules of gender and conformity",306.76
"LGBTQAI books for children and teens providing a window for all",306.76
"Queering anarchism addressing and undressing power and desire",306.7601
"Cruising utopia the then and there of queer futurity",306.7601
"Beside you in time sense methods queer sociabilities in the American 19th century",306.7601
"Wild things the disorder of desire",306.7601
"On the inconvenience of other people",306.7601
"Warped gay normality and queer anti capitalism",306.7601
"ethics of opting out queer theorys defiant subjects",306.7601
"Queer Marxism in two Chinas",306.7601
"Sexual futures queer gestures and other Latina longings",306.7601
"The queeriodic table a celebration of LGBTQ culture",306.7602
"QT The queeriodic table a celebration of LGBTQ culture",306.7602
"Understanding and teaching U S lesbian gay bisexual and transgender history",306.76071
"Queer science the use and abuse of research into homosexuality",306.76072
"Rainbow reflections body image comics for queer men",306.76081
"Home and family relationships",306.76083
"Growing up queer kids and the remaking of LGBTQ identity",306.76083
"pride guide a guide to sexual and social health for LGBTQ youth",306.76083
"Speaking out queer youth in focus",306.76083
"Geisha of a different kind race and sexuality in gaysian America",306.76089
"Queer brown voices personal narratives of Latina o LGBT activism",306.76089
"Queer times black futures",306.76089
"Moving truths queer and transgender Desi writings on family",306.76089
"Q A voices from queer Asian North America",306.76089
"view from the bottom Asian American masculinity and sexual representation",306.76089
"Surpassing the love of men romantic friendship and love between women from the Renaissance to the present",306.7609
"Pride an inspirational history of the LGBTQ movement",306.7609
"Queer intentions a personal journey through LGBTQ culture",306.76091
"jihad for love",306.76091
"Queer as all get out 10 people whove inspired me",306.76092
"Kind like Marsha learning from LGBTQ leaders",306.76092
"Queers in history the comprehensive encyclopedia of historical gays lesbians bisexuals and transgenders",306.76092
"Secrets of a gay marine porn star",306.76092
"Apples and oranges my journey through sexual identity",306.76092
"Queer heroes",306.76092
"Love falls on us a story of American ideas and African LGBT lives",306.76096
"What was stonewall",306.76097
"queering of corporate America how big business went from LGBTQ adversary to ally",306.76097
"savvy ally a guide for becoming a skilled LGBTQ advocate",306.76097
"most dangerous year",306.76097
"Queer America a peoples GLBT history of the 20th century",306.76097
