distinct_bib,subject
1597021,"Gay men United States Suicidal behavior"
1597021,"Homosexuality United States Religious aspects Christianity"
1597021,"Parents Friends of Lesbians and Gays"
1597021,"Parents of gays United States"
1597054,"Gay men Fiction"
1597054,"Homosexuality Fiction"
1597951,"Homosexuality in art"
1598390,"Gay men Psychology"
1598768,"Gays United States Biography"
1598768,"Homosexuality United States"
1598895,"Gay men Psychology"
1598895,"Homosexuality in literature"
1598895,"Homosexuality Philosophy"
1598901,"Gay men New York State New York Fiction"
1598936,"Gay musicians"
1598936,"Homosexuality and music"
1598960,"Homosexuality Male England London"
1598960,"Male homosexuality England London"
1599927,"Lesbians Fiction"
1600165,"Gay men United States Correspondence Fiction"
1600354,"Gay men United States Biography"
1600840,"Gay theater"
1602048,"Homosexuality Government policy Germany History 20th century"
1602469,"Homosexuality Fiction"
1602839,"Homosexuality Fiction"
1602839,"Homosexuality Juvenile fiction"
1603153,"Gays United States Family relationships"
1603153,"Lesbians United States Family relationships"
1605182,"Gay military personnel"
1605182,"Gays in the military"
1605182,"Homosexuality United States Psychological aspects"
1605182,"United States Armed Forces Gays"
1605607,"Gays in the military"
1605607,"Lesbians United States Biography"
1605607,"United States Armed Forces Gays"
1606040,"Lesbians Fiction"
1607357,"Homosexuality Religious aspects Christianity"
1607377,"Gay men United States Family relationships"
1607377,"Lesbians United States Family relationships"
1607377,"Parents Friends of Lesbians and Gays"
1607377,"Parents of gays United States Attitudes"
1607384,"Lesbians Fiction"
1607897,"Lesbian feminism United States"
1608098,"Gay men France Paris Social life and customs"
1609114,"Lesbians United States Fiction"
1610073,"Lesbians Ireland Intellectual life"
1610073,"Lesbians writings English Ireland History and criticism"
1610521,"Gays Psychology"
1610522,"Gay liberation movement United States"
1610522,"Gay rights United States"
1610522,"Homosexuality United States"
1610883,"Gays Travel"
1611021,"Gay youth United States Psychology Juvenile literature"
1611021,"Gay youth United States Social conditions Juvenile literature"
1611021,"Lesbian youth United States Psychology Juvenile literature"
1611021,"Lesbian youth United States Social conditions Juvenile literature"
1611702,"Homosexuality Philosophy"
1611702,"Homosexuality Political aspects"
1611811,"Gay men Fiction"
1612079,"Lesbian couples"
1612079,Lesbianism
1612079,"Lesbians Identity"
1613514,"Gay and lesbian studies"
1613514,Lesbianism
1613595,"Gay men United States Political activity Handbooks manuals etc"
1613595,"Gay rights United States Handbooks manuals etc"
1613595,"Lesbians United States Political activity Handbooks manuals etc"
1613753,"Gay men New York State Albany Fiction"
1613915,"Lesbians New York State New York Fiction"
1613922,"Gay men Fiction"
1614283,"Gay liberation movement United States History"
1614283,"Gay men United States Biography"
1614283,"Gay men United States History"
1614283,"Gay men United States Social conditions"
1614283,"Gay rights United States History"
1614283,"Lesbians United States Biography"
1614283,"Lesbians United States History"
1614283,"Lesbians United States Social conditions"
1614295,"Gay men Fiction"
1614686,"Gay men United States Fiction"
1614710,"Lesbians Fiction"
1615063,"Lesbians writings Spanish American History and criticism"
1615290,"Lesbians United States Biography"
1615301,"Homosexuality Moral and ethical aspects"
1615301,"Homosexuality Religious aspects Christianity"
1615302,"Lesbians Crimes against Pennsylvania"
1615302,"Lesbians Crimes against United States"
1615946,"Homosexuality Fiction"
1615954,"Lesbians Fiction"
1616026,"Gay men Fiction"
1616034,"Gay couples United States Social conditions"
1616034,"Gay male couples United States Social conditions"
1616034,"Gay men United States Sexual behavior"
1616034,"Gay men United States Social conditions"
1616034,"Lesbian couples United States Social conditions"
1616034,"Lesbians United States Sexual behavior"
1616034,"Lesbians United States Social conditions"
1618299,"Children of gay parents"
1618299,"Gay parents"
1618299,"Lesbian mothers"
1618300,"Lesbians Minnesota Minneapolis Metropolitan Area Fiction"
1618301,"Lesbians United States Biography"
1618577,"Gay men Fiction"
1618590,"Gay men United States Religious life"
1618590,"Homosexuality Biblical teaching"
1618590,"Homosexuality Religious aspects Christianity"
1618590,"Lesbians United States Religious life"
1619269,"Gay men Poetry"
1630043,"Gay men Employment"
1630063,"Lesbians United States Fiction"
1630265,"Gay men New York State New York Fiction"
1630909,"Lesbians Family relationships United States"
1630909,"Lesbians United States Family relationships"
1630910,"Lesbians Drama"
1630910,"Lesbians United States Drama"
1630999,"Gay men United States Social life and customs Fiction"
1630999,"Gay mens writings American"
1631662,"Gay teenagers United States"
1631662,"Homosexuality United States"
1631662,"Lesbian teenagers United States"
1632125,"Lesbians in literature"
1632125,"Lesbians United States Intellectual life"
1632125,"Lesbians writings American History and criticism Theory etc"
1633050,Homosexuality
1633704,"Homosexuality Fiction"
1633948,"Gay men United States Drama"
1634714,"Gay men Illinois Chicago Fiction"
1634797,"Gay liberation movement"
1634797,"Gays South Asia"
1636924,"Homosexuality Psychological aspects"
1636987,"Lesbians Sexual behavior Poetry"
1636987,"Lesbians writings American"
1636992,"Homosexuality in motion pictures"
1636993,"Hispanic American lesbians Literary collections"
1636993,"Lesbians United States Literary collections"
1636993,"Lesbians writings American"
1637011,"Homosexuality and art"
1637050,"Gay men in literature"
1637050,"Gay mens writings English History and criticism"
1637050,"Homosexuality and literature England History 19th century"
1637050,"Homosexuality and literature England History 20th century"
1637050,"Homosexuality Male in literature"
1637050,"Male homosexuality in literature"
1638461,"Gays in the military"
1638461,"Lesbians United States"
1638461,"United States Armed Forces Gays"
1639186,"Gay men Drama"
1639395,"Lesbianism in literature"
1639395,"Lesbians in literature"
1639395,"Lesbians writings American History and criticism"
1639395,"Lesbians writings English History and criticism"
1639443,"Lesbians Fiction"
1639443,"Lesbians in literature"
1640218,"Gay men Mental health"
1643896,"Gay youth Oklahoma Fiction"
1644141,"Gays Case studies"
1644141,"Gays Employment"
1644141,"Lesbians Case studies"
1644141,"Lesbians Employment"
1644358,"Gay men Sexual behavior Poetry"
1644358,"Gay mens writings American"
1644359,"Lesbians Sexual behavior Poetry"
1644359,"Lesbians writings American"
1644402,"Gay men United States Drama"
1644497,"Gay men Ireland Biography"
1644581,"Lesbians Fiction"
1644614,"Gays Employment"
1644614,"Lesbians Employment"
1644836,"Gay men United States Fiction"
1644870,"Lesbians Poetry"
1644870,"Lesbians writings American"
1645417,"Gay men Fiction"
1645653,"Gay press publications United States History"
1645653,"Gay press United States History"
1646549,"Lesbians British Columbia Fiction"
1646552,"Children of gay parents United States Fiction"
1646552,"Gay fathers United States Fiction"
1646552,"Gay parents United States Fiction"
1646552,"Gays United States Family relationships Fiction"
1646552,"Gays writings American"
1646552,"Lesbian mothers United States Fiction"
1647728,"Lesbians Poetry"
1647728,"Lesbians writings American"
1648420,"Lesbians United States Fiction"
1648758,"Gay men Fiction"
1648937,"Lesbians Fiction"
1649922,"Gays Great Britain Fiction"
1650579,"Gay community New York State New York History 20th century"
1650579,"Gay men New York State New York Biography"
1650662,"Gay communities United States"
1650662,"Gay community United States"
1650662,"Gay men United States Social conditions"
1650662,"Lesbian communities United States"
1650662,"Lesbian community United States"
1650662,"Lesbians United States Social conditions"
1651934,"Gay men Sexual behavior Literary collections"
1651934,"Gays writings American"
1651934,"Homosexuality Literary collections"
1651934,"Lesbians Sexual behavior Literary collections"
1652633,"Lesbianism United States Caricatures and cartoons"
1652633,"Lesbians United States Caricatures and cartoons"
1652921,"Gay men New York State New York Fiction"
1653105,"Gay men Massachusetts Boston Fiction"
1654874,"Bisexuals United States Juvenile literature"
1654874,"Gay teenagers United States Juvenile literature"
1654874,Homosexuality
1654874,"Lesbian teenagers United States Juvenile literature"
1655147,"Gay men United States Religious life"
1655147,"Homosexuality Religious aspects Christianity"
1655147,"Lesbians United States Religious life"
1655459,"Gay Pride Day United States Pictorial works"
1656358,"Homosexuality and literature Latin America"
1656358,"Homosexuality in literature"
1656358,"Homosexualtiy in literature"
1658252,"Gay men Psychology Fiction"
1659411,"Gay youth New Jersey Biography"
1659505,"African American lesbians Literary collections"
1659532,"Gay men England London Biography"
1659721,"Lesbians New York State New York Fiction"
1659819,"Gay men United States Biography"
1660124,"Homosexuality and literature Great Britain History 19th century"
1660124,"Homosexuality and literature Great Britain History 20th century"
1660325,"Gays History"
1660325,"Homosexuality History"
1660325,"Homosexuality Male History"
1660396,"Gay liberation movement United States History"
1660396,"Gay men United States Biography"
1660396,"Gay men United States History"
1660396,"Gay men United States Social conditions"
1660396,"Gay rights United States History"
1660397,"Lesbianism United States Handbooks manuals etc"
1660703,"Gay couples Legal status laws etc United States"
1660704,"Gay liberation movement United States"
1660704,"Gays United States Political activity"
1660704,"Homosexuality Political aspects United States"
1661382,"Gay men Illinois Chicago Fiction"
1661900,"Lesbians Family relationships United States Case studies"
1661900,"Lesbians United States Family relationships Case studies"
1661900,"Parents of gays United States Case studies"
1662441,"Lesbians Social life and customs Fiction"
1662646,"Gay men Florida Key West Fiction"
1662915,"Gay men Mental health United States"
1662915,"Gay men United States Psychology"
1662915,"Psychoanalysis and homosexuality United States"
1662929,"Gay couples United States Biography"
1662929,"Gay male couples United States Biography"
1662929,"Gay men United States Biography"
1662930,"Gay liberation movement United States History"
1662930,"Gay men United States Biography"
1662930,"Gay men United States Social conditions"
1662967,"Gay men Fiction"
1662979,"Gay men New York State New York Sexual behavior Fiction"
1662982,"Gay athletes United States Biography"
1662982,"Gay Games"
1663038,"Gay teachers United States"
1663038,"Gays Education United States"
1663038,"Homosexuality and education United States"
1663038,"Lesbian teachers United States"
1663274,"Gay artists in popular culture United States"
1663286,"Gays Religious life"
1663286,"Homosexuality Religious aspects Christianity"
1663286,"Lesbians Religious life"
1663526,"Gay men California Los Angeles Fiction"
1663665,"Gay men Drama"
1664275,"Gays Crimes against Illinois Chicago"
1664275,"Lesbians Crimes against Illinois Chicago"
1664383,"Church work with gays United States"
1664383,"Homosexuality in the Bible"
1664383,"Homosexuality Religious aspects Catholic Church"
1664503,"Gays Religious life"
1664503,"Homosexuality Religious aspects Christianity"
1664739,"Gay youth United States Psychology"
1664739,"Gay youth United States Psychology Juvenile literature"
1664739,"Gay youth United States Social conditions"
1664739,"Gay youth United States Social conditions Juvenile literature"
1664739,"Lesbian youth United States Psychology"
1664739,"Lesbian youth United States Psychology Juvenile literature"
1664739,"Lesbian youth United States Social conditions"
1664739,"Lesbian youth United States Social conditions Juvenile literature"
1665066,"Gay men in literature"
1665066,"Gays writings American History and criticism Theory etc"
1665066,"Gays writings English History and criticism Theory etc"
1665066,"Homosexuality and literature"
1665212,"Gay activists United States Biography"
1665212,"Gay rights United States"
